from_COW,From,to_COW,sentiment,text,decision,id,to,theme,notes,year,action,institutions
475,Nigeria,483,4,110.37 Continue with measures the Government is taking to meet the challenges the country faces in the field of human rights in order to consolidate the progress that has been achieved (Nigeria);,consider,26074,chad,[],,2013,['continue'],[]
531,Eritrea,710,4,186.93. Further expand and consolidate achievements made in promoting women's rights and well-being in tandem with its policy and practice of protecting and promoting human dignity (Eritrea);,consider,26324,china,['women'],,2013,[],[]
531,Eritrea,710,4,186.190. Maintain and strengthen the achievements made in poverty elimination and further consolidate its continued efforts by giving focus to its integrated rural development schemes and in line with its priority and experience to promote the right to development (Eritrea);,consider,26435,china,['poverty'],,2013,['continue'],[]
660,Lebanon,710,4,186.249. Strengthen standing efforts aiming at the realization of the right to development especially through sharing experiences and best practices with other developing countries (Lebanon);,consider,26494,china,['poverty'],,2013,[],[]
40,Cuba,100,4,116.2. Share good practices in mechanisms for follow-up and monitoring of human rights obligations accepted by the State (Cuba);,implemented,26505,colombia,[],,2013,[],[]
640,Turkey,40,4,"170.54. Redouble all efforts to preserve the progress achieved in a number of areas such as culture, education, health and the fight against social inequality (Turkey);",consider,26953,cuba,"['education', 'discrimination', 'health']",,2013,[],[]
370,Belarus,40,4,"170.55. Preserve the progress achieved in areas such as culture, education, health and the elimination of social inequality (Belarus);",consider,26954,cuba,"['education', 'discrimination', 'health']",,2013,[],[]
484,Republic of the Congo,40,4,170.105. Continue its cooperation and interaction with the Council and its mechanisms and reinforce its achievements in the area of human rights (Congo);,consider,27012,cuba,[],,2013,"['continue', 'cooperate']",[]
475,Nigeria,40,4,170.122. Continue to maintain its significant achievements in the empowerment of women (Nigeria);,consider,27034,cuba,['women'],,2013,['continue'],[]
145,Bolivia,40,4,170.147. Share experiences and best practices with regard to the treatment of prisoners (Bolivia (Plurinational Republic of));,consider,27066,cuba,['prisoners'],,2013,[],[]
692,Bahrain,40,4,"170.214. Maintain updating the economic model, as a way to preserve the gains achieved by the Cuban people and to continue developing the broad potentials of Cuba and human resources (Bahrain);",consider,27139,cuba,[],,2013,['continue'],[]
800,Thailand,40,4,170.223. Further emphasize the quality and sustainability of the achieved targets and progress towards attaining the remaining MDG goals (Thailand);,consider,27149,cuba,[],,2013,[],[]
701,Turkmenistan,522,4,143.146 Continue its efforts to accelerate the achievement of the MDGs targets (Turkmenistan);,support,27404,djibouti,[],,2013,['continue'],[]
451,Sierra Leone,255,4,"124.29. Review the General Equal Treatment Act of 2006 to ensure that it covers all fields of the labour market and to ensure that women are not discriminated against in some professions, and setting up of concrete goals to be achieved in its implementation (Sierra Leone);",consider,27599,germany,"['discrimination', 'labor', 'women', 'women-economic']",,2013,['implement'],[]
359,Moldova,255,4,124.72. Establish concrete goals to accelerate the achievement of substantive equality between women and men and ensure effective elimination of discrimination against women (Republic of Moldova);,consider,27642,germany,"['discrimination', 'women']",,2013,['establish'],[]
210,Netherlands,255,4,124.121. Continue its efforts and continue to take initiatives against hate crimes based on sexual orientation or gender identity. Such advances can be achieved by implementing anti-discrimination laws and strengthening financial resources of investigation authorities and the autonomy of the Federal Agency against discrimination (Netherlands);,consider,27691,germany,"['discrimination', 'lgbt', 'women', 'women-economic']",,2013,"['continue', 'implement']",[]
750,India,255,4,"124.156. Establish concrete goals to accelerate the achievement of substantive gender equality, including measures to increase women's representation in decision making positions and addressing the long-standing pay gap between women and men (India);",consider,27726,germany,"['discrimination', 'women', 'women-political']",,2013,['establish'],[]
816,Vietnam,663,4,"118.6. Continue its efforts on alignment of national legislations and international standards and good practices of human rights, especially those on civil, political, economic, social and cultural rights (Viet Nam);",support,28070,jordan,['culture'],,2013,['continue'],[]
816,Vietnam,223,4,"94.61. Consolidate her achievements in strengthening the legal framework, ensuring social welfare, and combating racial discrimination, racism and extremism (Viet Nam);",consider,28266,liechtenstein,"['race', 'discrimination', 'poverty']",,2013,[],[]
230,Spain,212,4,"118.66 Take the necessary measures to ensure that asylum seekers have the necessary support in the temporary accommodation centres for foreigners and incorporate in the legislation the current good practice of having an open regime for unaccompanied minors and persons in situation of vulnerability, as recommended by OHCHR (Spain);",consider,28398,luxembourg,"['children', 'migrants']",,2013,['take-measures'],[]
630,Iran,820,4,"146.83. Continue its endeavours in poverty eradication, and strengthen the living standards and share experiences and best practices in that regard (Iran (Islamic Republic of));",consider,28519,malaysia,['poverty'],,2013,['continue'],[]
692,Bahrain,820,4,146.190. Exchange expertise on the best practices on providing health care for all (Bahrain);,consider,28626,malaysia,['health'],,2013,[],[]
816,Vietnam,820,4,146.196. Share its best practices in education and promote the gender perspective at all levels in education and teacher trainings with appropriate measures (Viet Nam);,consider,28632,malaysia,"['education', 'women']",,2013,[],[]
775,Myanmar,820,4,146.229. Share with others its good practices in easing childcare burden which disproportionately affects women (Myanmar);,consider,28665,malaysia,"['children', 'women']",,2013,[],[]
484,Republic of the Congo,432,4,"111.9 Reinforce all efforts to preserve the progress achieved in a large number of areas such as justice, promotion of freedom, education and health, the fight against inequality and against child trafficking, and public freedoms (Congo);",implemented,28733,mali,"['education', 'children', 'discrimination', 'health', 'trafficking']",,2013,[],[]
651,Egypt,432,4,"111.78 Maintain positive efforts to improve the functioning of its education system, particularly by increasing school attendance rates (Egypt);",implemented,28809,mali,['education'],,2013,[],[]
698,Oman,338,4,102.105. Share its best practices in the field of education for children with disabilities (Oman);,consider,28921,malta,"['education', 'children', 'disabilities']",,2013,[],[]
616,Tunisia,590,4,128.43. Share with other countries the good practice of holding broad consultations prior to the preparation of the report (Tunisia);,support,28994,mauritius,[],,2013,['report'],[]
541,Mozambique,590,4,"128.44. Share the best practices in the implementation of the National Plan on Human Rights, and in the preparation of the UPR (Mozambique);",support,28995,mauritius,[],,2013,['implement'],['HRC']
820,Malaysia,590,4,"128.71. Continue its positive efforts in addressing the issue of violence against women, including ensuring the effective implementation of recommendations made by its national platform to end gender-based violence which was introduced in October 2011 (Malaysia);",support,29022,mauritius,"['sex-violence', 'women']",,2013,"['continue', 'implement']",[]
255,Germany,70,4,148.123..2 Ensure that human rights defenders and journalists are protected and not subject to defamation. The protection mechanism for human rights defenders and journalists should be funded appropriately and a clear division of jurisdictional responsibilities between the different levels of government should be achieved (Germany);,consider,29249,mexico,"['civil-so', 'speech']",,2013,[],[]
816,Vietnam,341,4,117.11. Further consolidate its achievements in the fields of ensuring and advancing the full enjoyment of the human rights of vulnerable groups such as children and disabled people as well as in strengthening the rule of law and social cohesion for exhaustively guaranteeing all human rights for her people (Viet Nam);,support,29406,montenegro,"['children', 'governance', 'disabilities']",,2013,[],[]
816,Vietnam,360,4,"109.40. Further consolidate achievements in domains such as legislative and judicial reform, education, health care and gender equality, and continue to put more priorities and national resources on other important fields of job creation and social security, with greater focus on improving the overall conditions of vulnerable groups of children, women, youth and persons with disabilities (Viet Nam);",consider,29781,romania,"['education', 'children', 'discrimination', 'health', 'judiciary', 'poverty', 'women', 'disabilities']",,2013,['continue'],[]
663,Jordan,365,4,140.135. Continue its positive efforts aimed at the reduction of the number of persons in penitentiary institutions (Jordan);,consider,30037,russia,[],,2013,['continue'],[]
625,Sudan,365,4,140.215. Continue its efforts in protecting the rights of persons with disabilities and make its experience available in the framework of sharing best practices (Sudan);,consider,30118,russia,['disabilities'],,2013,['continue'],[]
40,Cuba,670,4,138.62. Continue positive efforts to increase a culture of human rights principles (Cuba);,consider,30202,Saudi Arabia,[],,2013,['continue'],[]
101,Venezuela,670,4,138.221. Share its good practice in ensuring dignified housing to the most vulnerable groups (Venezuela (Bolivarian Republic of));,consider,30367,Saudi Arabia,['infrastructure'],,2013,[],[]
101,Venezuela,670,4,138.222. Share the methodology used in the elaboration of the national report as a good practice of the UPR (Venezuela (Bolivarian Republic of));,consider,30368,Saudi Arabia,[],,2013,['report'],['HRC']
652,Syria,670,4,"138.225. Commit to the principle of non-intervention in the internal affairs of other States as it is related to the achievement of social, economic, cultural and political development of all States (Syrian Arab Republic). );",consider,30371,Saudi Arabia,[],,2013,[],[]
811,Cambodia,433,4,"124.8 Continue to ensure better protection of the rights of all citizens through the implementation of the national action plans recently adopted, in particular those relating to efforts to ensure the conditions for durable and sustainable socio-economic growth with a view to a significant reduction in poverty and the achievement of the Millennium Development Goals (Cambodia);",implemented,30412,senegal,['poverty'],,2013,"['continue', 'implement']",[]
626,South Sudan,433,4,"124.61 Intensify its endeavours to eradicate assault, battery and abduction of children. This can be achieved by the government increasing its campaign through raising awareness about the dangers of these practices to affected families (South Sudan);",implemented,30466,senegal,['children'],,2013,[],[]
101,Venezuela,701,4,"112.66. Pursue its excellent policies in the field of economic, social and cultural rights, in order to further increase the living conditions of its people, particularly those of the most vulnerable sectors of the population (Venezuela (Bolivarian Republic of));",support,30864,turkmenistan,['culture'],,2013,[],[]
475,Nigeria,947,4,"82.20. Strengthen its commitment to empowering women and youth and continue to build on the achievements already made and expedite action on its review of the National Youth Police, which is currently underway (Nigeria);",support,31004,tuvalu,"['police', 'women']",,2013,['continue'],[]
667,Palestine,696,4,128.137. Continue its efforts to increase international cooperation in order to benefit from other experiences and best practices in the field of combating trafficking in persons (State of Palestine);,consider,31240,United Arab Emirates,['trafficking'],,2013,"['continue', 'cooperate']",[]
600,Morocco,696,4,"128.152. Organise regional and international conferences in cooperation with international and regional human rights organisations in order to exchange views, best practices and experiences in strengthening a human rights culture (Morocco);",consider,31258,United Arab Emirates,[],,2013,['cooperate'],[]
101,Venezuela,696,4,128.163. Continue to intensify its efforts to consolidate the progress achieved in the area of health (Venezuela (Bolivarian Republic of));,consider,31269,United Arab Emirates,['health'],,2013,['continue'],[]
620,Libya,696,4,"128.173. Continue implementing the political empowerment programme launched in 2006 in promoting awareness and education in human rights, and ensure greater participation in accordance with best practices and standards in this field (Libya);",consider,31279,United Arab Emirates,['education'],,2013,"['continue', 'implement']",[]
820,Malaysia,145,4,113.12 Continue its positive efforts to further reduce extreme poverty by redistributing wealth among the most needy through appropriate welfare benefits (Malaysia);,support,32342,bolivia,['poverty'],,2014,['continue'],[]
368,Lithuania,346,4,"107.117 Use international good practices as specific benchmarks for progress to improve the situation of the media community, as proposed by the media freedom representative of the Organization for Security and Cooperation in Europe, Dunja Mijatovi. (Lithuania);",consider,32640,Bosnia and Herzegovina,['speech'],,2014,['cooperate'],[]
694,Qatar,346,4,"107.158 Continue efforts to eliminate all forms of discrimination against persons with disabilities, in line with best practices and international standards (Qatar);",consider,32681,Bosnia and Herzegovina,"['discrimination', 'disabilities']",,2014,['continue'],[]
52,Trinidad and Tobago,155,4,"121.158. Enhance efforts to protect the rights of persons with disabilities, thereby continuing progress already achieved in this area (Trinidad and Tobago);",consider,33058,chile,['disabilities'],,2014,[],[]
600,Morocco,437,4,"127.63 Consolidate the progress achieved in the field of human rights education and training, by regularly organizing, with the assistance of the international community, seminars and awareness-raising workshops on human rights, particularly for members of the security forces and the judiciary (Morocco);",support,33510,Cote d'Ivoire,"['education', 'judiciary', 'military']",,2014,['assistance'],['int-community']
667,Palestine,437,4,"127.109 Continue improving conditions of detention, notably through the separation of quarters of children, women and men in detention facilities where this has not been achieved yet (State of Palestine);",support,33556,Cote d'Ivoire,"['prisoners', 'children', 'women']",,2014,['continue'],[]
100,Colombia,352,4,"114.36. Strengthen public policies aimed at the achievement of gender equality in law and in practice, paying particular attention to the vulnerability of elderly women and women with disabilities and especially with respect to access to education, employment and social services (Colombia);",consider,33663,cyprus,"['elderly', 'education', 'discrimination', 'labor', 'women', 'disabilities', 'women-economic']",,2014,[],[]
615,Algeria,731,4,"124.50 Cooperate with the United Nations and international organizations to confront challenges and obstacles in the area of human rights, and to share good practices with other countries in that regard (Algeria);",consider,33782,North Korea,[],,2014,['cooperate'],['un']
255,Germany,651,4,"166.247 Protect the freedom of association, in accordance with the Egyptian Constitution, by adopting a new NGO law fully in line with international standards and best practices, including on foreign funding (Germany);",consider,34747,egypt,['civil-so'],,2014,[],[]
651,Egypt,531,4,"122.69. Pursue all efforts to preserve the progress achieved in a number of areas such as culture, education, health and the fight against social inequality (Egypt);",consider,35028,eritrea,"['education', 'discrimination', 'health']",,2014,[],[]
40,Cuba,531,4,"122.191. Continue to strengthen current positive efforts aimed at increasing the rates of school enrolment of its citizens, with particular emphasis on boys and girls (Cuba);",consider,35150,eritrea,"['education', 'children', 'women']",,2014,['continue'],[]
600,Morocco,530,4,155.129 Strengthen the implementation of the Growth and Transformation Plan to build on the achievements of poverty reduction (Morocco);,support,35289,ethiopia,['poverty'],,2014,['implement'],[]
780,Sri Lanka,530,4,"155.140 Continue to undertake effective plans and programmes to ensure the achievement of the Millennium Development Goals, especially in terms of health through measures to increase access to health services for the public (Sri Lanka);",support,35300,ethiopia,"['health', 'poverty']",,2014,['continue'],[]
140,Brazil,950,4,"99.75 Intensify its efforts to fight against poverty, including through international cooperation and the implementation of lessons learned from successful experiences (Brazil);",support,35523,fiji,['poverty'],,2014,"['implement', 'cooperate']",[]
436,Niger,438,4,71.14. Pursue with resolution the positive efforts aimed at restoring a normal constitutional life by emphasizing the democratic foundation and respect for human rights (Niger);,support,35783,guinea,['self-determ'],,2014,[],[]
820,Malaysia,645,4,127.60 Continue its positive efforts to strengthen the implementation of the National Human Rights Plan by providing the necessary financial and human resources (Malaysia);,consider,36237,iraq,[],,2014,"['continue', 'implement']",[]
600,Morocco,705,4,125.23 Share its experience regarding the establishment of the independent national mechanism for the prevention of torture which may be used as a good practice in preventing torture (Morocco);,implemented,36686,kazakhstan,['torture'],,2014,['establish'],[]
433,Senegal,705,4,125.29 Continue its positive efforts to promote human rights (Senegal);,implemented,36692,kazakhstan,[],,2014,['continue'],[]
731,North Korea,705,4,"125.34 Continuously carry forward its State policy of ensuring harmonization of inter-ethnic and interreligious relations, and share its excellent practices with other countries (Democratic People's South Korea);",implemented,36697,kazakhstan,"['religion', 'ethnic']",,2014,['harmonize'],[]
820,Malaysia,705,4,125.39 Continue its positive efforts in implementing the Gender Equality Strategy 2006-2016 and take measures to increase women's participation in public and political life (Malaysia);,implemented,36702,kazakhstan,"['discrimination', 'women', 'women-political']",,2014,"['take-measures', 'continue', 'implement']",[]
145,Bolivia,93,4,114.23. Share its best practices in the field of human rights (Bolivia (Plurinational State of));,support,37284,nicaragua,[],,2014,[],[]
600,Morocco,235,4,126.59 Continue its efforts in the promotion and dissemination of best practices in the sphere of intercultural dialogue (Morocco);,implemented,37764,portugal,[],,2014,['continue'],[]
305,Austria,317,4,110.129..1 adopt a concrete plan and measures leading to the abolition of segregated settings and achievement of better education outcomes for children from Romani communities (Austria);,consider,38252,slovakia,"['education', 'children', 'ethnic']",,2014,[],[]
840,Philippines,349,4,"115.113 Continue to strengthen normative frameworks for the protection of children from violence and abuse, and develop awareness-raising programmes aimed at educating the public about the harmful effects of corporal punishment and enhancing the capacities of educators and the media to promote good practices and more positive methods of child-rearing (Philippines);",consider,38392,slovenia,"['children', 'speech']",,2014,['continue'],[]
820,Malaysia,349,4,115.137 Continue its positive efforts in reducing the numbers of persons at risk of poverty or social exclusion by 2020 (Malaysia);,consider,38419,slovenia,['poverty'],,2014,['continue'],[]
350,Greece,165,4,123.73. Continue efforts to further improve prison conditions and share relevant best practices with the Human Rights Council (Greece);,support,38518,uruguay,['prisoners'],,2014,['continue'],['HRC']
101,Venezuela,816,4,"143.225. Share its successful experiences on poverty reduction, food security and the fight against epidemics (Venezuela (Bolivarian Republic of));",consider,38997,vietnam,"['food', 'poverty']",,2014,[],[]
210,Netherlands,679,4,"115.83 Install a proper reconciliation and transitional justice framework in conformity with international standards and good practice and in line with the recommendations of the National Dialogue Conference and the report of the United Nations High Commissioner on Human Rights, including effective legislation on transitional justice and the appointment of members in the independent commission to investigate allegations of human rights violations committed by Government security forces during the events of 2011 (Netherlands);",support,39082,yemen,"['post-conflict', 'military']",,2014,['report'],['un']
820,Malaysia,679,4,115.162 Continue its positive efforts in promoting and protecting the human rights of its people (Malaysia);,support,39161,yemen,[],,2014,['continue'],[]
