text,to,decision,From,year
63.13  To advise potential donor agencies of the type of technical assistance that would help to meet its treaty body reporting obligations (New-Zealand);,tonga,support,New Zealand,2008
58.16  To consider developing a strategy that ensures that the experiences of community practitioners are taken into account in the development of its national strategies to improve health standards in maternal neo-natal and child health (New Zealand);,zambia,support,New Zealand,2008
"69.17   That Algeria take initiatives to strengthen gender mainstreaming and womenÍs rights. It also recommended that the State pursue its efforts to combat poverty (Nigeria).  With respect to special procedures, Algeria will consider the requests for visits of mandate-holders keeping in mind its statutory right to determine the appropriateness of such visits.  );",algeria,support,Nigeria,2008
64.16   To provide adequate protection to indigenous peoples and ensure that their right to possess land is respected. (Nigeria);,argentina,support,Nigeria,2008
"64.21   To ratify the Second Optional Protocol to the International Covenant on Civil and Political Rights, already signed by Argentina, aiming at the abolition of the death penalty, the Convention on the Rights of Persons with Disabilities and its Optional Protocol. (Nigeria);",argentina,support,Nigeria,2008
56.29   Recommended  to Benin to continue its focus on the eradication of poverty and in ensuring general well-being of its people (Nigeria);,benin,consider,Nigeria,2008
83.12   Succeed with greater pace in land reform in the cast away areas by pursuing public policies targeted at improving the life of African descendants and minorities (Nigeria);,brazil,support,Nigeria,2008
"60.25   To redouble efforts to integrate the Pygmy population in the mainstream society, particularly in the area of educational development and provision of other basic amenities (Nigeria);",gabon,consider,Nigeria,2008
"78.6   Take appropriate measures to prevent the use of excessive force by security forces when forcibly repatriating migrants, refugees and asylum-seekers (Nigeria);",netherlands,consider,Nigeria,2008
58.14   To step up efforts to continue to meet the basic needs of the poor and other vulnerable groups (Nigeria);,philippines,consider,Nigeria,2008
"56.5   To take necessary steps to prevent the incidence of acts of violence with racist and xenophobic undertones by security agents against foreigners, immigrants and asylum-seekers, and to bring to justice the perpetrators of such acts (Nigeria);",switzerland,support,Nigeria,2008
60.9   Take measures to eliminate all forms of discrimination against Koreans in Japan (Democratic PeopleÍs Republic of Korea);,japan,consider,North Korea,2008
"60.10   Take immediate measures to address the situation of the continued distortion of the history in Japan, since this is indicative of the refusal to address past violations and the danger of its reoccurrence, and recommended immediate measures to address the situation, as also called for by the Special Rapporteur on contemporary forms of racism (Democratic PeopleÍs Republic of Korea);",japan,consider,North Korea,2008
"60.18   Take concrete measures to address, once and for all, the Japanese Military Sexual Slavery and other violations committed in the past in other countries including Korea (Democratic PeopleÍs Republic of Korea);",japan,consider,North Korea,2008
64.4  To take concrete measures with a view to abolishing the Security Lawî (Democratic PeoplesÍ Republic of Korea);,korea,consider,North Korea,2008
"64.5  While expressing concern at the Security Surveillance Law, which restricts freedoms of former political prisoners and of prisoners of conscience to adopt  measures to address the situation (Democratic PeoplesÍ Republic of Korea);",korea,consider,North Korea,2008
"64.6  To adopt relevant measures for legislative and criminal justice improvements in relation to concerns expressed by the Committee against Torture in relation to allegations of torture in detention facilities and improper definition of torture in the Criminal Code, and by the Committee on the Rights of the Child  in relation to limitations on freedom of expression and assembly of students (Democratic PeoplesÍ Republic of Korea);",korea,consider,North Korea,2008
