text,to,decision,From,year
96.1  Sign the Optional Protocol to the Convention against Torture (France);,afghanistan,consider,France,2009
74.46   Take tangible and concrete steps to conduct free and fair Presidential elections without undue delay (United Kingdom);,centralafricanrepublic,support,United Kingdom,2009
74.47   Continue its policy of national reconciliation and implement the decisions of the inclusive political dialogue (Democratic Republic of Congo);,centralafricanrepublic,support,Democratic Republic of the Congo,2009
"74.48   Continue to put in place effective strategies to reduce poverty, particularly in rural areas (Azerbaijan);",centralafricanrepublic,support,Azerbaijan,2009
"74.49   Take further measures to combat maternal mortality and, among others, give specific follow-up to the recommendation of the Committee on the Rights of the Child concerning availability of free medical assistance to pregnant women (Netherlands);",centralafricanrepublic,support,Netherlands,2009
"74.50   With the assistance of the international community, undertake a multi-pronged approach to improve the situation of children with greater focus on ensuring universal primary education, reducing infant and child mortality and rehabilitating child combatants (Bangladesh);",centralafricanrepublic,support,Bangladesh,2009
74.51   Guarantee the right to education of all children and take effective measures to substantially increase the rate of attendance in primary schools (Italy);,centralafricanrepublic,support,Italy,2009
"74.52   Given the low level of children’s education and the illiteracy rates, implement measures necessary to change the landscape in this area and promote the reintegration of child soldiers in society (Azerbaijan);",centralafricanrepublic,support,Azerbaijan,2009
"74.53   Accord the greatest priority to measures aimed at better ensuring the economic and social rights of its population, particularly by devoting more resources to programmes to combat poverty and illiteracy (Viet Nam);",centralafricanrepublic,support,Vietnam,2009
"74.54   Take as soon as possible the necessary measures to safeguard the rights of internally displaced persons and refugees, ensure the protection of the civilian population in accordance with international standards and give follow-up to the specific recommendations in this regard of the Human Rights Committee and the Representative of the Secretary-General on human rights of internally displaced persons (Netherlands);",centralafricanrepublic,support,Netherlands,2009
74.55   Implement the Guiding Principles on Internal Displacement; enact a national law on internal displacement with provisions for protecting displaced children; effectively address the basic needs of persons affected by internal displacement; and take every measure to ensure the protection of civilians (Austria);,centralafricanrepublic,support,Austria,2009
74.56   Take measures as necessary to ensure free circulation of humanitarian workers so that they may access refugees and displaced persons (Canada);,centralafricanrepublic,support,Canada,2009
"74.57   As recommended by CRC, solicit and receive technical and financial assistance from the international community, particularly from United Nations bodies and programmes, to give tangible form to various sections of the poverty reduction strategy paper, especially restoration of security, consolidation of peace and prevention of conflict, promotion of good governance, reconstruction of the economy and diversification and development of human capital (Algeria);",centralafricanrepublic,support,Algeria,2009
"74.58   Continue its efforts to ensure human rights, despite the variety of real constraints facing it, with the support of OHCHR and the whole international community (Burkina Faso);",centralafricanrepublic,support,Burkina Faso,2009
"74.59   Seek from the international community, and especially from United Nations programmes and agencies, support for strengthening or, if not already available, for creating capacity-building and technical assistance programmes, especially in the areas of human rights education, child labour, security, assistance to families and communities in fighting the effects of poverty and HIV/AIDS, education and juvenile justice (Cote d’Ivoire);",centralafricanrepublic,support,Cote d'Ivoire,2009
