text,to,decision,From,year
99.64..3   Take more effective measures to combat trafficking in persons (Republic of Moldova);,argentina,consider,Moldova,2012
"99.64..4  Continue its efforts in combating human trafficking, especially of women and children (Singapore).  );",argentina,consider,Singapore,2012
99.65. Continue to strengthen its national coordination efforts and develop facilities and services to assist trafficked persons (Sri Lanka);,argentina,consider,Sri Lanka,2012
99.66. Prohibit by law all kinds of violence against children including corporal punishment in all settings (Bulgaria);,argentina,consider,Bulgaria,2012
99.67. Increase the efforts to combat all forms of violence against children in all spheres (Republic of Moldova);,argentina,consider,Moldova,2012
"99.68. Provide the judicial system with solid logistical and administrative foundations in order to avoid delays, procedural impasses and the replacement of judges, particularly in on-going human rights trials (Switzerland);",argentina,consider,Switzerland,2012
99.69. Further strengthen its efforts on implementing the first cycleÍs recommendation n_ 4 on protection of witnesses and victims (Cyprus);,argentina,consider,Cyprus,2012
"99.70. Guarantee the right to an effective defence in eviction proceedings, including for those who cannot afford a lawyer (Germany);",argentina,consider,Germany,2012
99.71. Further strengthen its efforts on implementing the first cycleÍs recommendation n_ 5 on preventing delays of the on-going human rights trials (Cyprus);,argentina,consider,Cyprus,2012
"99.72. Continue developing a State policy based on the historical pillars of ArgentinaÍs human rights movement: memory, truth and justice (Peru);",argentina,consider,Peru,2012
99.73. Continue the efforts to bring to justice perpetrators of crimes against humanity (Armenia);,argentina,consider,Armenia,2012
"99.74. Adopt the necessary measures to guarantee universal birth registration, with a particular emphasis on indigenous boy and girls (Mexico);",argentina,consider,Mexico,2012
99.75. Continue to strengthen the measures to guarantee children access to free birth registration (Uruguay);,argentina,consider,Uruguay,2012
99.76. Pay more attention to measures to promote interreligious dialogue and prevent all forms of discrimination as well as to ensure that citizens can live in safety (Russian Federation);,argentina,consider,Russia,2012
99.77. Pass comprehensive legislation on access to public information and adopt a law covering the three branches of power (Belgium);,argentina,consider,Belgium,2012
99.78. Implement legislative measures regarding access to information and establish mechanisms to facilitate public access in line with best practices (Canada);,argentina,consider,Canada,2012
99.79. Enact a new law governing access to public information in line with international standards (Switzerland);,argentina,consider,Switzerland,2012
99.80. Take steps to improve the access to public information through the establishment of an independent and autonomous body to guarantee timely and effective access in compliance with international standards (Norway);,argentina,consider,Norway,2012
99.81. Ensure that freedom of expression and freedom of the press are fully respected at all times (Germany);,argentina,consider,Germany,2012
99.82. Strengthen the actions to defend freedom of expression and the plurality of the media (Spain);,argentina,consider,Spain,2012
99.83. Respect and implement Supreme Court decisions on unresolved articles of the Media law (United States of America);,argentina,consider,United States,2012
99.84. Undertake further measures to ensure the protection of journalists (Australia);,argentina,consider,Australia,2012
99.85. Continue strengthening the actions aimed at the eradication of poverty and the policies to guarantee equity in wealth distribution and access to the economic and social well-being for the entire population (Ecuador) );,argentina,consider,Ecuador,2012
99.86. Disseminate its best practices to reduce poverty and combat social exclusion (Venezuela (Bolivarian republic of));,argentina,consider,Venezuela,2012
"99.87. Incorporate the social protection scheme, the Universal Child Allowanceî into law and extend it to cover children of marginalized groups including migrant workers and children of parents deprived of their liberty (Austria);",argentina,consider,Austria,2012
99.88. Adopt measures to ensure more effective implementation of the provisions of national labour legislation so as to eliminate the pay gap and to increase indicators for the hiring of women for jobs in non-traditional sectors (Uzbekistan);,argentina,consider,Uzbekistan,2012
99.89. Guarantee the full recognition of sexual and reproductive rights (France);,argentina,consider,France,2012
99.90. Implement appropriate measures with respect to the Argentine Supreme CourtÍs decision of 12 March 2012 regarding effective access for female rape victims to safe and legal abortions (Germany);,argentina,consider,Germany,2012
99.91. Ensure the right to abortion after rape throughout the country in accordance with the recent Federal Supreme Court verdict on this issue (Norway);,argentina,consider,Norway,2012
99.92. Introduce legal and other measures to reduce maternal mortality and morbidity stemming from unsafe abortions (Netherlands);,argentina,consider,Netherlands,2012
"99.93. Strengthen efforts to reduce the maternal mortality rate, giving particular emphasis to reducing the number of deaths caused by unsafe abortions (Norway);",argentina,consider,Norway,2012
