text,to,decision,From,year,notes
"90.23   To intensify its efforts to progressively implement the recommendations of the Committee on the Rights of the Child, in collaboration with the relevant United Nations agencies (Morocco);",bosniaandherzegovina,consider,Morocco,2010,
"90.24   To implement the recommendation of the Committee on the Rights of the Child to improve support for street children, in particular shelter, nutrition, health care and educational opportunities (Austria);",bosniaandherzegovina,consider,Austria,2010,
90.25   To extend an open standing invitation to all special procedures (Spain);,bosniaandherzegovina,consider,Spain,2010,
90.26   To extend an open and standing invitation to mandate holders of special procedures (Chile);,bosniaandherzegovina,consider,Chile,2010,
90.27   To consider extending a standing invitation to special procedures (Jordan);,bosniaandherzegovina,consider,Jordan,2010,
90.28   To consider extending an open invitation to the Human Rights Council special procedures (Ukraine);,bosniaandherzegovina,consider,Ukraine,2010,
90.29   To extend a standing invitation to all special procedures of the Human Rights Council (Latvia);,bosniaandherzegovina,consider,Latvia,2010,
"90.30   To continue its efforts to combat racial and ethnic discrimination, in particular through programmes promoting tolerance in public education (France);",bosniaandherzegovina,consider,France,2010,
"90.31   To eliminate discriminatory provisions from the Constitution; to adopt comprehensive anti-discrimination legislation including, inter alia, protection against discrimination based on sex or gender; to strengthen the protection of persons against statelessness; and to adopt measures to guarantee universal birth registration under all circumstances, including for Roma children (Czech Republic);",bosniaandherzegovina,consider,Czech Republic,2010,
"90.32   To effectively regulate and implement the norms in force regarding the prohibition of discrimination on the basis of race, gender, disability or social condition (Argentina);",bosniaandherzegovina,consider,Argentina,2010,
"90.33   To strictly apply criminal provisions on hate speech and hate crimes, and to conduct awareness-raising campaigns to promote tolerance (Czech Republic);",bosniaandherzegovina,consider,Czech Republic,2010,
"90.34   To guarantee for everyone effective protection against all discrimination based on sexual orientation or gender identity, and to publicly condemn all acts of violence connected with such discrimination and prosecute those responsible (Switzerland);",bosniaandherzegovina,consider,Switzerland,2010,
"90.35   In keeping with CEDAW recommendations, to ensure that women have access to adequate health and social services, and to take a concrete step to reduce maternal mortality rates (Kazakhstan);",bosniaandherzegovina,consider,Kazakhstan,2010,
90.36   To take measures to fulfil recommendations made by the Committees (CEDAW and CERD) in respect of the lack of measures aimed at eliminating discrimination against women (Ukraine);,bosniaandherzegovina,consider,Ukraine,2010,
90.37   To take the measures necessary to improve the level of representation of women (Albania);,bosniaandherzegovina,consider,Albania,2010,
90.38   To take further activities to improve the situation of women and to secure children’s rights (Slovenia);,bosniaandherzegovina,consider,Slovenia,2010,
90.39   To continue the implementation of comprehensive strategies aimed at the protection of children’s rights (Belarus);,bosniaandherzegovina,consider,Belarus,2010,
"90.40   To continue to enhance its efforts to take into account the needs of children, and to continue to take the measures necessary to guarantee children’s rights in the field of social protection and education (Libyan Arab Jamahiriya);",bosniaandherzegovina,consider,Libya,2010,
"90.41   To intensify efforts to implement the country’s international commitments, as well as the corresponding national strategies and plans of action regarding children’s rights (Slovakia);",bosniaandherzegovina,consider,Slovakia,2010,
"90.42   To make efforts to do a way with imbalances in approaches to disability, depending on the geographic area and the cause of disability (Finland);",bosniaandherzegovina,consider,Finland,2010,
90.43   To establish a Council for Persons with Disabilities in Bosnia and Herzegovina (Finland);,bosniaandherzegovina,consider,Finland,2010,
"90.44   To adopt legislation to protect persons with physical disabilities to guarantee their well-being and their possible rehabilitation, without any kind of discrimination (Argentina);",bosniaandherzegovina,consider,Argentina,2010,
90.45   To proceed without delay in effectively implementing the law against discrimination adopted in 2009 (Switzerland);,bosniaandherzegovina,consider,Switzerland,2010,
"90.46   To take all steps necessary to remove ethnic segregation from schools, in order to encourage greater understanding among young people of different ethnicities (Canada);",bosniaandherzegovina,consider,Canada,2010,
90.47   To end segregation in schools to ensure that one curriculum is taught to all children that promotes tolerance among the different ethnic groups in the country and appreciates their specificities (Netherlands);,bosniaandherzegovina,consider,Netherlands,2010,
90.48   To take the measures necessary to combat discrimination based on sexual orientation or gender identity (France);,bosniaandherzegovina,consider,France,2010,
