text,to,decision,from,year
87.24. Intensify programs to combat crime and extreme poverty (Algeria);,trinidadandtobago,implemented,Algeria,2011
87.25. Further action to reduce maternal mortality (Sri Lanka);,trinidadandtobago,implemented,Sri Lanka,2011
87.26. Continue and strengthen current efforts to increase the accessibility and quality of health services and education for all its citizens (Cuba);,trinidadandtobago,implemented,Cuba,2011
"87.27. Allocate adequate resources to strengthen services for children with disabilities, support their families, train professionals in the field and encourage the inclusion of children with disabilities into the regular educational system and their integration into society (Israel);",trinidadandtobago,implemented,Israel,2011
87.28. Adopt and implement the Draft National Community Care Policy to ensure health and social support serves to older persons in the community (Israel);,trinidadandtobago,implemented,Israel,2011
87.29. Continue action in order to ensure the full exercise of human rights by the senior citizens of the country (Romania);,trinidadandtobago,implemented,Romania,2011
"87.30. Finalize reforms of the educational system, notably by establishing mandatory schooling for children between 6 and 15 years of age (Algeria);",trinidadandtobago,implemented,Algeria,2011
87.31. Continue to implement its policies and programmes aimed at promoting universal education and developing a knowledge-based society for long-term sustainable development (Singapore);,trinidadandtobago,implemented,Singapore,2011
"87.32. Include Human Rights education and training among its educational programmes, in accordance with the guidelines of the United Nations World Programme for Human Rights Education and Training, both in the first and second stages (Costa Rica);",trinidadandtobago,implemented,Costa Rica,2011
"87.33. Endeavour to sustain the maximum humane care for illegal immigrants” and assist them to utilize, on a timely basis, the prevailing legal system in the country to address their situation (Ghana). );",trinidadandtobago,implemented,Ghana,2011
"112.1. Ratify the Second Optional Protocol to the International Covenant on Civil and Political Rights (ICCPR-OP 2) (Czech Republic, Belgium, Switzerland, Australia);",uganda,consider,"Czech Republic, Belgium, Switzerland, Australia",2011
112.2. Ratify the ICCPR-OP 2 that aims to abolish the death penalty and amend the constitution to abolish any constitutional provisions that provide for death penalty (Sweden);,uganda,consider,Sweden,2011
"112.3. Ratify the Optional Protocol to the Convention against Torture and other Cruel, Inhuman or Degrading Treatment or Punishment (OP-CAT) (Switzerland, Brazil, Chile, Argentina) and adopt national legislation accordingly (Belgium);",uganda,consider,Belgium,2011
"112.4. Accede to the OP-CAT, and incorporate its provisions into domestic law (Australia);",uganda,consider,Australia,2011
"112.5. Ratify the OP-CAT, and urgently adopt the draft Prohibition and Prevention of Torture Bill (Sweden);",uganda,consider,Sweden,2011
112.6. Consider acceding to the OP-CAT and the Optional Protocol to the Convention on the Elimination of All Forms of Discrimination Against Women (OP-CEDAW) (Costa Rica);,uganda,consider,Costa Rica,2011
"112.7. Adopt legislation against torture, accede to the OP-CAT, and take all necessary measures to put an end to such acts, notably by bringing to justice State officials guilty of torture or ill-treatment (France);",uganda,consider,France,2011
112.8. Ratify OP-CEDAW (United Kingdom of Great Britain and Northern Ireland);,uganda,consider,United Kingdom of Great Britain and Northern Ireland,2011
112.9. Study the possibility to ratify the International Convention for the Protection of All Persons from Enforced Disappearance (CED) and the ICCPR-OP 2 (Argentina);,uganda,consider,Argentina,2011
112.10. Conclude the ratification process of the CED (Spain);,uganda,consider,Spain,2011
112.11. Ratify as soon as possible the CED (Japan);,uganda,consider,Japan,2011
112.12. Ratify the 1961 Convention on the Reduction of Statelessness (Slovakia);,uganda,consider,Slovakia,2011
112.13. Passing of the Anti-Torture Bill and efforts to hold accountable all those committing acts of torture and ensure timely and adequate compensations to victims (Norway);,uganda,consider,Norway,2011
112.14. An anti-torture bill be enacted by the current Parliament (Ireland);,uganda,consider,Ireland,2011
112.15. Enact a law prohibiting torture and ratify the OP-CAT as the Uganda Human Rights Commission has recommended; demonstrate real commitment by holding those accountable who have committed acts of torture and ensuring timely and adequate compensation to victims (Denmark);,uganda,consider,Denmark,2011
112.16. Give effect to the provisions of CAT in national legislation (United Kingdom of Great Britain and Northern Ireland);,uganda,consider,United Kingdom of Great Britain and Northern Ireland,2011
"112.17. Approve and implement as soon as possible the bill against torture, in order to effectively implement protection as provided by CAT (Mexico);",uganda,consider,Mexico,2011
112.18. Enact pending anti-torture legislation (United States of America);,uganda,consider,United States of America,2011
112.19. Enact the anti-torture bill9 (Austria);,uganda,consider,Austria,2011
112.20. That Public Orders Management Draft Bill be brought in line with Uganda’s international human rights obligations (Norway);,uganda,consider,Norway,2011
112.21. Ensure that the Public Order management bill currently discussed is fully in line with international human rights standards10 (Austria);,uganda,consider,Austria,2011
