text,to,decision,From,year,notes
98.107. Ensure that its migration policies adopt a human rights based approach and respect the fundamental rights of migrants (Morocco);,dominicanrepublic,consider,Morocco,2014,
"98.108. Ensure the protection and promotion of the rights of migrants, in particular the safeguarding of the interests of children and adolescents (Colombia);",dominicanrepublic,consider,Colombia,2014,
98.109. Introduce effective measures to prevent discriminatory practices linked to the process of granting citizenship and civil status registration (Norway);,dominicanrepublic,consider,Norway,2014,
98.110. Undertake all necessary measures to immediately recognize citizenship to those who had it at the time of their birth (Slovenia);,dominicanrepublic,consider,Slovenia,2014,
"98.111. Apply promptly and in a non-discriminatory manner the Plan for the Regularization of Foreigners and consider, for these effects, the recommendations of the Inter-American Commission on Human Rights following its visit to the country on December 6, 2013, stating that the process, as a whole, be made in accordance with its international human rights obligations (Spain);",dominicanrepublic,consider,Spain,2014,
98.112. Respect every personÕs right to nationality in accordance with the recommendations of the Inter-American Commission on Human Rights and the judgment of the Inter-American Court on Human Rights (Mexico);,dominicanrepublic,consider,Mexico,2014,
"98.113. Maximize its efforts to resolve the cases of statelessness, in coordination with UNHCR and with the support, among others, of the United Nations and Inter-American multilateral systems, strengthening a national civil registration system, so as to ensure that all the inhabitants of the Dominican Republic enjoy their rights (Uruguay);",dominicanrepublic,consider,Uruguay,2014,
98.114. Strengthen measures to guarantee the right to a nationality and include necessary safeguards to prevent statelessness of those born in the territory of the Dominican Republic (Argentina);,dominicanrepublic,consider,Argentina,2014,
98.115. Ensure that international standards on nationality and statelessness continue to be fully applied in the country to all individuals without discrimination (Italy);,dominicanrepublic,consider,Italy,2014,
"98.116. Seek the technical advice of the United Nations High Commissioner for Refugees to identify, prevent and reduce statelessness, protect stateless persons and address the statelessness situation (Brazil);",dominicanrepublic,consider,Brazil,2014,
"98.117. Ensure that its treatment of all affected persons is in line with its international human rights obligations and that it seek the technical advice of the United Nations High Commissioner for Refugees to identify, prevent and reduce statelessness (Germany);",dominicanrepublic,consider,Germany,2014,
"98.118. Adopt measures to ensure that Dominicans of foreign descent keep their Dominican nationality, avoiding possible cases of statelessness (Chile);",dominicanrepublic,consider,Chile,2014,
"98.119. The Naturalization law include all persons of foreign descent proving birth in the Dominican Republic before 2010, whether registered or not, be given state identity documents (Australia);",dominicanrepublic,consider,Australia,2014,
98.120. Ending mass arbitrary expulsion of migrant workers and to ensure that their human rights are respected in all deportation processes (Australia);,dominicanrepublic,consider,Australia,2014,
98.121. Collaborate with the Haitians authorities on migration issues (Belgium);,dominicanrepublic,consider,Belgium,2014,
98.122. Effectively follow up the guidelines adopted by the Dominican Republic and Haiti Joint Commission on concrete measures to safeguard the fundamental rights of people of Haitian origin (Brazil);,dominicanrepublic,consider,Brazil,2014,
"98.123. Continue the dialogue with Haiti and the efforts made to date, with the support of the international community, in order to deal with the migration problems affecting the Dominican Republic (Guatemala);",dominicanrepublic,consider,Guatemala,2014,
"98.124. Take measures to ensure that deportations are conducted in compliance with existing international obligations, and that immigration and law enforcement officials receive the necessary training to ensure the human rights of deportees are respected (Canada);",dominicanrepublic,consider,Canada,2014,
"98.125. Take steps to ensure protection of the fundamental rights of all individuals born in the Dominican Republic, including the offspring of undocumented foreigners who may be at risk of becoming stateless as a consequence of Constitutional Tribunal ruling 168/13 (Canada);",dominicanrepublic,consider,Canada,2014,
"98.126. Seek the technical advice of the United Nations High Commissioner for Refugees to identify and prevent statelessness, and protect stateless persons, to address the challenges created by the ruling of the Constitutional Court (Norway);",dominicanrepublic,consider,Norway,2014,
"98.127. Give a special attention to children affected by the Constitutional Court ruling ensuring the provision of their basic rights, such as education, health and protection (Portugal);",dominicanrepublic,consider,Portugal,2014,
98.128. Avoid the retroactive application of the norms that could result from the execution of the Constitutional CourtÕs judgment 168/13 and generate situations of statelessness for citizens holding the Dominican citizenship (Spain);,dominicanrepublic,consider,Spain,2014,
"98.129. Take all possible measures to improve the situation of the persons whose rights have been adversely affected by the decision of the Constitutional Court of 23 September 2013, and to ensure compliance with its obligations under international law (Switzerland);",dominicanrepublic,consider,Switzerland,2014,
